Total.Enrollment,Grade.PK,Grade.K,Grade.1,Grade.2,Grade.3,Grade.4,Grade.5,Grade.6,Grade.7,Grade.8,Grade.9,Grade.10,Grade.11,Grade.12,Female,Male,Asian,Black,Hispanic,Others,White,Disabled.Students,English.Learners,Poverty
344,47,87,55,47,37,31,40,0,0,0,0,0,0,0,188,156,91,12,181,11,49,59,79,228
698,53,119,119,108,100,92,107,0,0,0,0,0,0,0,344,354,155,73,230,32,208,118,102,376
685,50,125,107,118,98,100,87,0,0,0,0,0,0,0,333,352,146,57,210,35,237,125,125,324
770,72,151,129,101,121,100,96,0,0,0,0,0,0,0,384,386,153,55,207,44,311,156,113,305
806,72,159,129,123,109,113,101,0,0,0,0,0,0,0,398,408,157,51,205,52,341,168,99,286
832,72,154,144,126,121,106,109,0,0,0,0,0,0,0,407,425,154,57,197,48,376,168,83,330
1117,108,173,188,194,169,156,129,0,0,0,0,0,0,0,527,590,362,16,644,5,90,170,469,807
1154,70,171,204,192,189,170,158,0,0,0,0,0,0,0,556,598,384,13,652,3,102,172,538,813
1085,36,147,181,197,176,183,165,0,0,0,0,0,0,0,515,570,374,11,600,3,97,174,462,731
1040,36,150,158,177,178,167,174,0,0,0,0,0,0,0,512,528,360,9,575,3,93,172,428,683
999,35,155,152,153,180,170,154,0,0,0,0,0,0,0,502,497,339,14,551,8,87,176,369,852
487,0,0,0,0,0,0,0,166,150,171,0,0,0,0,214,273,32,9,420,0,26,119,204,472
484,0,0,0,0,0,0,0,155,176,153,0,0,0,0,214,270,29,13,412,2,28,109,185,465
495,0,0,0,0,0,0,0,155,155,185,0,0,0,0,219,276,29,14,416,3,33,119,179,472
486,0,0,0,0,0,0,0,161,161,164,0,0,0,0,221,265,37,11,400,3,35,107,170,469
485,0,0,0,0,0,0,0,156,160,169,0,0,0,0,243,242,37,13,394,2,39,112,193,472
664,36,104,108,111,99,104,102,0,0,0,0,0,0,0,318,346,47,172,144,28,273,198,24,176
659,36,100,104,104,111,100,104,0,0,0,0,0,0,0,321,338,40,161,144,43,271,197,16,191
504,0,0,0,0,0,0,0,176,165,163,0,0,0,0,233,271,90,4,389,0,21,119,83,485
652,36,100,103,101,107,104,101,0,0,0,0,0,0,0,308,344,34,130,146,55,287,205,13,159
666,54,101,100,109,91,110,101,0,0,0,0,0,0,0,330,336,37,129,154,60,286,208,17,186
686,54,101,105,110,114,91,111,0,0,0,0,0,0,0,347,339,32,136,147,80,291,198,24,229
546,18,107,101,86,88,76,70,0,0,0,0,0,0,0,277,269,45,24,112,27,338,102,36,105
547,0,121,98,88,81,84,75,0,0,0,0,0,0,0,285,262,38,18,107,38,346,99,33,98
534,0,86,117,89,83,78,81,0,0,0,0,0,0,0,284,250,33,14,104,39,344,95,26,90
530,0,96,84,116,84,76,74,0,0,0,0,0,0,0,278,252,36,12,93,36,353,95,26,78
514,0,79,95,79,107,79,75,0,0,0,0,0,0,0,258,256,30,11,90,32,351,87,20,66
1636,0,227,333,317,283,251,225,0,0,0,0,0,0,0,792,844,757,24,774,3,78,237,685,1309
1661,0,223,288,340,303,262,245,0,0,0,0,0,0,0,801,860,852,23,711,3,72,258,739,1230
1624,0,235,241,275,329,287,257,0,0,0,0,0,0,0,791,833,860,21,668,6,69,251,749,1191
1600,0,229,237,252,274,329,279,0,0,0,0,0,0,0,788,812,905,20,601,7,67,263,768,1110
1496,0,229,241,226,244,247,309,0,0,0,0,0,0,0,747,749,877,16,533,8,62,245,723,1369
612,52,94,101,100,101,82,82,0,0,0,0,0,0,0,302,310,29,25,483,1,74,167,161,545
597,54,87,88,101,90,96,81,0,0,0,0,0,0,0,276,321,37,24,461,2,73,157,148,523
587,36,98,84,88,98,90,93,0,0,0,0,0,0,0,285,302,37,22,452,1,75,170,148,507
594,40,101,98,90,82,95,88,0,0,0,0,0,0,0,297,297,42,22,450,7,73,176,153,501
593,40,95,95,93,87,85,98,0,0,0,0,0,0,0,296,297,38,19,453,7,76,168,143,515
1355,126,207,216,190,198,213,205,0,0,0,0,0,0,0,639,716,622,27,405,23,278,239,392,890
1319,125,192,191,215,191,192,213,0,0,0,0,0,0,0,625,694,618,22,415,14,250,220,445,865
1210,72,195,183,194,209,176,181,0,0,0,0,0,0,0,571,639,569,18,387,17,219,215,368,778
1194,72,177,185,180,200,208,172,0,0,0,0,0,0,0,573,621,567,27,383,20,197,204,362,724
1168,72,175,178,173,176,195,199,0,0,0,0,0,0,0,558,610,526,22,397,19,204,193,325,831
817,36,132,142,123,122,127,134,0,1,0,0,0,0,0,404,413,48,219,208,28,314,167,65,359
803,36,136,126,133,118,119,134,0,0,1,0,0,0,0,369,434,47,224,185,35,312,164,45,327
797,36,145,122,128,130,114,122,0,0,0,0,0,0,0,375,422,41,232,174,40,310,167,41,327
772,36,121,143,117,124,124,107,0,0,0,0,0,0,0,361,411,53,203,162,40,314,156,33,310
803,37,140,117,135,121,130,123,0,0,0,0,0,0,0,384,419,63,184,148,44,364,138,40,292
509,50,77,106,81,73,68,54,0,0,0,0,0,0,0,256,253,49,36,239,23,162,122,102,234
519,36,80,85,94,83,79,62,0,0,0,0,0,0,0,250,269,62,39,242,23,153,131,94,232
489,34,69,69,71,92,77,77,0,0,0,0,0,0,0,232,257,54,27,229,24,155,132,80,198
466,34,63,68,57,77,90,77,0,0,0,0,0,0,0,225,241,57,27,216,25,141,132,62,187
452,35,69,69,66,55,67,91,0,0,0,0,0,0,0,219,233,49,24,197,24,158,131,50,195
1480,0,236,275,264,257,219,229,0,0,0,0,0,0,0,761,719,106,98,130,68,1078,202,21,132
1472,0,260,241,266,258,239,208,0,0,0,0,0,0,0,748,724,95,71,122,79,1105,203,22,117
1459,0,233,258,229,254,255,230,0,0,0,0,0,0,0,724,735,96,63,116,85,1099,210,29,112
1452,0,250,235,251,226,252,238,0,0,0,0,0,0,0,724,728,89,59,105,84,1115,210,38,100
1421,0,214,258,231,248,228,242,0,0,0,0,0,0,0,716,705,83,49,92,96,1101,190,31,100
169,0,0,0,0,0,0,0,0,0,0,50,71,48,0,88,81,1,125,42,0,1,75,5,151
186,0,0,0,0,0,0,0,0,0,0,79,57,21,29,96,90,0,146,39,0,1,82,6,163
176,0,0,0,0,0,0,0,0,0,0,101,38,28,9,83,93,0,137,35,0,4,84,8,157
173,0,0,0,0,0,0,0,0,0,0,104,31,15,23,78,95,0,135,32,3,3,86,9,154
168,0,0,0,0,0,0,0,0,0,0,83,44,28,13,77,91,0,131,32,2,3,84,10,153
275,0,0,0,0,0,0,0,22,32,31,58,49,35,48,113,162,6,148,98,8,15,93,26,239
250,0,0,0,0,0,0,0,27,21,36,54,45,34,33,98,152,4,136,97,1,12,86,18,215
223,0,0,0,0,0,0,0,0,31,23,64,49,22,34,90,133,7,120,87,0,9,70,16,190
190,0,0,0,0,0,0,0,0,0,29,59,56,22,24,83,107,6,109,70,0,5,54,6,172
206,0,0,0,0,0,0,0,0,0,0,103,37,41,25,89,117,8,119,66,4,9,47,4,165
193,0,0,0,0,0,0,0,68,64,61,0,0,0,0,83,110,7,78,92,2,14,89,14,153
193,0,0,0,0,0,0,0,61,73,59,0,0,0,0,82,111,11,67,86,3,26,81,18,143
217,0,0,0,0,0,0,0,78,64,75,0,0,0,0,68,149,13,57,101,4,42,72,15,152
211,0,0,0,0,0,0,0,67,76,68,0,0,0,0,72,139,10,56,95,2,48,83,6,141
239,0,0,0,0,0,0,0,90,70,79,0,0,0,0,86,153,13,50,94,2,80,92,9,118
531,0,0,0,0,0,0,0,180,177,174,0,0,0,0,358,173,27,77,233,12,182,113,10,266
531,0,0,0,0,0,0,0,182,178,171,0,0,0,0,352,179,31,81,209,9,201,111,8,216
541,0,0,0,0,0,0,0,188,181,172,0,0,0,0,361,180,31,68,192,7,243,116,6,183
563,0,0,0,0,0,0,0,201,185,177,0,0,0,0,388,175,29,55,188,13,278,121,5,154
567,0,0,0,0,0,0,0,191,191,185,0,0,0,0,409,158,28,42,186,16,295,119,8,172
514,0,0,0,0,0,0,0,175,172,167,0,0,0,0,240,274,45,112,95,12,250,105,4,124
518,0,0,0,0,0,0,0,175,173,170,0,0,0,0,241,277,43,98,89,9,279,88,3,115
525,0,0,0,0,0,0,0,180,174,171,0,0,0,0,247,278,42,90,106,12,275,94,2,89
522,0,0,0,0,0,0,0,174,177,171,0,0,0,0,240,282,45,68,92,23,294,96,2,84
528,0,0,0,0,0,0,0,174,176,178,0,0,0,0,251,277,50,60,106,20,292,113,5,106
670,0,0,0,0,0,0,0,95,104,97,90,103,95,86,294,376,27,252,323,7,61,224,33,490
685,0,0,0,0,0,0,0,90,96,102,98,104,106,89,337,348,29,264,323,7,62,226,43,512
679,0,0,0,0,0,0,0,79,90,95,110,101,101,103,345,334,22,269,308,12,68,228,46,477
667,0,0,0,0,0,0,0,90,84,88,105,109,96,95,331,336,20,253,309,14,71,214,45,472
681,0,0,0,0,0,0,0,89,89,88,102,107,109,97,332,347,19,255,310,16,81,220,45,464
389,0,0,0,0,0,0,0,0,0,1,113,97,88,90,237,152,7,257,97,9,19,49,7,327
351,0,0,0,0,0,0,0,0,0,0,95,102,73,81,214,137,7,234,91,8,11,49,7,286
357,0,0,0,0,0,0,0,0,0,0,94,95,101,67,234,123,9,240,83,15,10,53,9,267
421,0,0,0,0,0,0,0,0,0,0,138,104,91,88,283,138,5,292,101,12,11,60,13,309
439,0,0,0,0,0,0,0,0,0,0,147,118,93,81,271,168,6,295,116,14,8,68,16,349
271,0,0,0,0,0,0,0,0,0,1,73,68,70,59,145,126,27,125,101,5,13,56,37,240
285,0,0,0,0,0,0,0,0,0,0,84,63,63,75,167,118,22,132,107,6,18,59,36,229
222,0,0,0,0,0,0,0,0,0,0,58,77,44,43,141,81,14,112,81,3,12,42,21,161
236,0,0,0,0,0,0,0,0,0,0,54,56,67,59,147,89,17,115,88,3,13,47,29,191
215,0,0,0,0,0,0,0,0,0,0,48,54,57,56,130,85,8,103,84,3,17,44,30,180
379,0,0,0,0,0,0,0,41,26,27,84,110,43,48,166,213,29,147,154,18,31,79,43,303
423,0,0,0,0,0,0,0,48,44,27,103,91,66,44,191,232,34,163,164,22,40,95,46,332
523,0,0,0,0,0,0,0,73,46,48,129,100,56,71,224,299,36,204,188,21,74,120,45,379
608,0,0,0,0,0,0,0,71,75,48,156,122,75,61,258,350,39,219,235,19,96,141,53,419
654,0,0,0,0,0,0,0,90,64,72,121,133,95,79,283,371,29,229,258,20,118,144,44,437
479,0,0,0,0,0,0,0,27,47,51,125,81,74,74,239,240,20,216,178,7,58,73,54,379
466,0,0,0,0,0,0,0,35,26,50,104,107,74,70,246,220,15,204,189,6,52,87,48,345
486,0,0,0,0,0,0,0,103,41,31,78,104,76,53,233,253,23,207,166,14,76,107,56,337
563,0,0,0,0,0,0,0,122,102,44,91,85,58,61,274,289,29,224,160,28,122,125,73,359
632,0,0,0,0,0,0,0,171,109,96,79,73,43,61,283,349,28,218,161,38,187,147,60,358
74,0,74,0,0,0,0,0,0,0,0,0,0,0,0,32,42,53,0,19,0,2,5,59,74
197,53,89,55,0,0,0,0,0,0,0,0,0,0,0,90,107,72,0,122,0,3,24,120,185
281,54,90,86,51,0,0,0,0,0,0,0,0,0,0,134,147,79,1,195,1,5,43,146,257
351,60,93,87,70,41,0,0,0,0,0,0,0,0,0,179,172,74,2,262,1,12,64,163,310
432,59,90,96,85,62,40,0,0,0,0,0,0,0,0,223,209,72,2,328,1,29,81,158,378
571,0,0,0,0,0,0,0,0,0,0,214,136,127,94,279,292,27,392,126,8,18,124,43,506
596,0,0,0,0,0,0,0,0,0,0,210,155,110,121,287,309,27,379,150,15,25,127,54,528
589,0,0,0,0,0,0,0,0,0,0,177,192,115,105,309,280,18,378,151,17,25,121,41,506
598,0,0,0,0,0,0,0,0,0,0,190,150,146,112,310,288,18,381,159,23,17,126,49,514
584,0,0,0,0,0,0,0,0,0,0,123,134,167,160,307,277,21,364,170,19,10,108,58,523
215,0,0,0,0,0,0,0,0,0,0,0,79,72,64,92,123,20,32,125,0,38,42,9,164
207,0,0,0,0,0,0,0,0,0,0,0,89,72,46,92,115,22,23,133,0,29,42,8,147
223,0,0,0,0,0,0,0,0,0,0,0,98,58,67,89,134,17,16,158,1,31,60,13,152
214,0,0,0,0,0,0,0,0,0,0,0,146,44,24,86,128,15,23,147,2,27,72,11,146
226,0,0,0,0,0,0,0,0,0,0,0,172,36,18,90,136,10,30,160,1,25,82,15,177
97,0,0,0,0,0,0,0,0,0,1,45,51,0,0,45,52,11,55,6,2,23,20,29,67
174,0,0,0,0,0,0,0,0,0,0,69,73,32,0,74,100,27,84,11,4,48,31,57,107
232,0,0,0,0,0,0,0,0,0,0,72,86,41,33,103,129,39,92,13,8,80,36,80,141
268,0,0,0,0,0,0,0,0,0,0,88,82,54,44,120,148,45,95,18,12,98,38,102,162
270,0,0,0,0,0,0,0,0,0,0,81,82,48,59,129,141,48,105,21,13,83,47,97,234
815,0,0,0,0,0,0,0,0,0,0,279,286,109,141,584,231,19,578,171,28,19,80,9,628
870,0,0,0,0,0,0,0,0,0,0,263,293,191,123,630,240,15,612,195,30,18,101,11,638
924,0,0,0,0,0,0,0,0,0,0,269,243,196,216,678,246,26,633,205,38,22,111,9,703
866,0,0,0,0,0,0,0,0,0,0,255,234,190,187,642,224,25,593,189,38,21,124,11,656
867,0,0,0,0,0,0,0,0,0,0,264,225,199,179,650,217,26,590,187,37,27,138,8,598
1309,0,0,0,0,0,0,0,0,0,0,338,338,324,309,610,699,80,101,1038,1,89,294,231,1095
1333,0,0,0,0,0,0,0,0,0,0,348,330,323,332,615,718,96,120,1022,4,91,293,219,1063
1314,0,0,0,0,0,0,0,0,0,0,336,334,309,335,601,713,95,118,1010,6,85,284,194,1056
1291,0,0,0,0,0,0,0,0,0,0,335,320,322,314,589,702,94,122,975,4,96,293,215,1025
1230,0,0,0,0,0,0,0,0,0,0,300,330,299,301,567,663,117,102,911,6,94,270,235,1040
223,35,25,53,23,28,28,31,0,0,0,0,0,0,0,91,132,5,102,107,1,8,49,18,208
219,26,42,25,49,20,29,28,0,0,0,0,0,0,0,96,123,3,96,116,0,4,44,24,213
200,15,29,41,32,32,22,29,0,0,0,0,0,0,0,88,112,3,98,90,3,6,41,19,187
186,7,18,31,41,27,38,24,0,0,0,0,0,0,0,91,95,2,87,88,3,6,46,25,177
193,15,37,22,24,36,26,33,0,0,0,0,0,0,0,92,101,17,84,82,3,7,56,35,189
387,0,0,0,0,0,0,0,0,0,0,154,116,117,0,221,166,44,95,112,26,110,40,2,172
566,0,0,0,0,0,0,0,0,0,0,164,166,122,114,323,243,54,147,154,36,175,62,3,239
620,0,0,0,0,0,0,0,0,0,0,159,171,166,124,339,281,55,151,168,56,190,72,0,294
654,0,0,0,0,0,0,0,0,0,0,166,158,166,164,347,307,57,153,163,59,222,91,1,277
672,0,0,0,0,0,0,0,0,0,0,180,169,158,165,363,309,70,134,141,54,273,100,1,265
163,0,0,0,0,0,0,0,0,0,0,43,60,28,32,71,92,4,56,94,0,9,31,5,142
166,0,0,0,0,0,0,0,0,0,0,50,60,25,31,72,94,3,60,92,2,9,37,5,136
180,0,0,0,0,0,0,0,0,0,0,27,60,53,40,89,91,4,53,105,5,13,43,6,146
201,0,0,0,0,0,0,0,0,0,0,23,57,72,49,93,108,7,61,114,8,11,53,8,160
201,0,0,0,0,0,0,0,0,0,0,34,68,69,30,83,118,9,64,110,9,9,65,8,178
528,0,0,0,0,0,0,0,180,174,174,0,0,0,0,258,270,50,9,450,3,16,108,50,493
527,0,0,0,0,0,0,0,177,173,177,0,0,0,0,260,267,79,8,413,3,24,106,55,495
515,0,0,0,0,0,0,0,171,171,173,0,0,0,0,242,273,100,5,386,2,22,102,75,484
312,17,46,43,53,53,57,43,0,0,0,0,0,0,0,173,139,5,245,49,1,12,74,28,287
268,19,43,33,44,51,33,45,0,0,0,0,0,0,0,138,130,1,213,44,2,8,77,21,236
231,19,24,35,35,48,44,26,0,0,0,0,0,0,0,122,109,1,187,33,3,7,73,13,200
209,20,28,30,34,30,30,37,0,0,0,0,0,0,0,105,104,0,165,35,4,5,65,10,185
208,24,39,28,26,38,25,28,0,0,0,0,0,0,0,108,100,0,173,27,2,6,64,5,185
648,54,91,102,98,116,105,82,0,0,0,0,0,0,0,336,312,5,584,45,4,10,127,7,461
640,49,94,94,103,92,113,95,0,0,0,0,0,0,0,321,319,6,574,49,3,8,131,8,434
615,46,84,95,93,102,86,109,0,0,0,0,0,0,0,313,302,5,550,47,3,10,122,7,412
589,51,77,78,98,93,107,85,0,0,0,0,0,0,0,289,300,6,511,53,3,16,114,14,401
573,50,80,76,78,98,92,99,0,0,0,0,0,0,0,283,290,5,487,63,0,18,106,14,425
235,36,31,32,37,35,30,34,0,0,0,0,0,0,0,116,119,4,168,61,1,1,62,17,230
177,13,25,26,30,30,29,24,0,0,0,0,0,0,0,91,86,3,126,45,2,1,53,16,162
146,15,14,21,26,22,26,22,0,0,0,0,0,0,0,70,76,6,95,41,3,1,46,9,143
123,13,17,14,21,19,20,19,0,0,0,0,0,0,0,62,61,5,83,30,1,4,34,8,121
102,8,13,16,14,19,11,21,0,0,0,0,0,0,0,47,55,4,70,24,0,4,24,12,101
254,18,41,39,45,36,36,39,0,0,0,0,0,0,0,119,135,2,178,66,2,6,68,20,217
250,18,44,40,37,43,33,35,0,0,0,0,0,0,0,115,135,4,172,71,1,2,66,17,214
208,16,32,37,30,31,30,32,0,0,0,0,0,0,0,98,110,2,150,53,0,3,58,13,172
219,18,20,41,38,42,29,31,0,0,0,0,0,0,0,98,121,4,147,62,0,6,64,18,168
226,18,32,18,33,58,39,28,0,0,0,0,0,0,0,87,139,4,141,66,4,11,49,16,181
240,18,35,37,44,35,39,32,0,0,0,0,0,0,0,117,123,10,190,34,2,4,41,13,233
219,12,40,35,33,32,35,32,0,0,0,0,0,0,0,119,100,2,176,31,4,6,44,14,216
199,16,15,35,34,32,35,32,0,0,0,0,0,0,0,98,101,2,166,21,1,9,37,19,188
166,14,20,16,28,35,26,27,0,0,0,0,0,0,0,83,83,3,134,19,2,8,37,13,158
134,5,20,18,13,28,26,24,0,0,0,0,0,0,0,67,67,0,111,22,0,1,39,11,127
206,0,0,0,0,0,0,0,65,66,75,0,0,0,0,94,112,0,184,19,2,1,60,4,184
185,0,0,0,0,0,0,0,65,60,60,0,0,0,0,86,99,1,155,24,2,3,58,6,173
168,0,0,0,0,0,0,0,46,63,59,0,0,0,0,79,89,2,142,23,1,0,51,1,146
181,0,0,0,0,0,0,0,72,43,66,0,0,0,0,94,87,3,149,27,2,0,59,2,158
245,0,0,0,0,0,0,0,69,97,79,0,0,0,0,133,112,4,209,27,1,4,78,7,209
337,36,46,56,51,52,62,34,0,0,0,0,0,0,0,156,181,13,258,60,2,4,82,23,284
314,35,48,45,48,51,40,46,1,0,0,0,0,0,0,143,171,15,240,54,1,4,80,19,263
296,26,49,40,49,46,50,36,0,0,0,0,0,0,0,138,158,10,224,50,7,5,79,18,236
300,34,35,60,36,49,45,41,0,0,0,0,0,0,0,144,156,12,213,57,11,7,77,25,245
318,35,42,35,60,43,57,46,0,0,0,0,0,0,0,162,156,14,217,69,14,4,63,26,275
213,0,0,0,0,0,0,0,58,65,90,0,0,0,0,105,108,2,151,56,2,2,60,11,175
179,0,0,0,0,0,0,0,52,61,66,0,0,0,0,86,93,3,127,47,2,0,57,13,151
169,0,0,0,0,0,0,0,65,50,54,0,0,0,0,77,92,0,112,54,2,1,51,5,128
213,0,0,0,0,0,0,0,65,80,68,0,0,0,0,105,108,5,133,69,0,6,70,18,199
199,0,0,0,0,0,0,0,53,66,80,0,0,0,0,104,95,6,126,61,1,5,71,18,186
383,34,59,51,51,61,64,63,0,0,0,0,0,0,0,185,198,4,243,126,9,1,117,32,358
324,24,56,46,43,48,53,54,0,0,0,0,0,0,0,154,170,4,187,123,10,0,100,25,291
304,19,51,49,40,48,46,51,0,0,0,0,0,0,0,149,155,8,171,115,10,0,92,24,283
315,38,39,48,49,49,47,45,0,0,0,0,0,0,0,168,147,15,181,104,13,2,96,22,293
299,30,47,45,39,44,52,42,0,0,0,0,0,0,0,146,153,14,183,92,8,2,100,23,273
286,36,36,42,52,48,31,41,0,0,0,0,0,0,0,145,141,12,204,68,1,1,66,9,279
260,26,42,43,36,44,46,23,0,0,0,0,0,0,0,133,127,14,194,50,2,0,62,9,244
272,25,37,42,46,36,47,39,0,0,0,0,0,0,0,145,127,12,191,60,8,1,73,6,259
252,33,31,35,36,43,41,33,0,0,0,0,0,0,0,122,130,8,187,50,7,0,70,6,240
227,22,35,30,38,37,27,38,0,0,0,0,0,0,0,102,125,11,165,45,6,0,67,9,215
504,20,53,56,50,52,46,38,65,55,69,0,0,0,0,262,242,7,437,58,0,2,97,8,468
467,20,50,47,46,49,55,39,57,62,42,0,0,0,0,248,219,10,396,56,1,4,84,16,427
437,19,30,49,37,39,45,48,68,41,61,0,0,0,0,226,211,6,365,59,0,7,93,16,408
381,19,27,26,44,36,36,34,63,63,33,0,0,0,0,197,184,8,317,46,0,10,78,19,354
179,18,19,18,21,41,34,28,0,0,0,0,0,0,0,97,82,1,149,21,1,7,29,4,168
291,0,0,0,0,0,0,0,78,104,109,0,0,0,0,129,162,9,224,49,5,4,84,16,262
227,0,0,0,0,0,0,0,57,78,92,0,0,0,0,108,119,5,161,37,16,8,75,12,198
182,0,0,0,0,0,0,0,40,66,76,0,0,0,0,82,100,4,114,45,13,6,61,20,155
161,0,0,0,0,0,0,0,57,44,60,0,0,0,0,79,82,5,95,43,16,2,57,22,147
267,0,0,0,0,0,0,0,94,87,86,0,0,0,0,128,139,2,192,53,16,4,94,14,233
461,13,30,35,32,34,42,48,64,72,91,0,0,0,0,240,221,10,373,71,6,1,137,20,436
434,34,34,31,33,36,30,43,62,61,70,0,0,0,0,216,218,8,342,78,3,3,110,21,377
361,16,25,28,28,34,31,25,53,58,63,0,0,0,0,168,193,8,280,68,4,1,105,17,306
332,26,24,21,24,24,25,20,46,60,62,0,0,0,0,147,185,7,245,69,7,4,92,20,288
275,20,22,22,23,26,20,23,26,37,56,0,0,0,0,117,158,7,210,51,4,3,73,14,244
288,30,38,44,49,39,46,42,0,0,0,0,0,0,0,145,143,7,206,72,2,1,80,17,256
261,31,37,34,37,46,39,37,0,0,0,0,0,0,0,135,126,16,176,64,4,1,78,24,229
237,30,34,35,32,41,36,29,0,0,0,0,0,0,0,118,119,11,146,74,4,2,71,18,188
204,24,31,29,34,23,28,35,0,0,0,0,0,0,0,100,104,8,129,51,7,9,66,19,164
210,31,32,27,31,38,25,26,0,0,0,0,0,0,0,107,103,9,123,59,8,11,48,20,176
375,17,47,62,74,66,60,49,0,0,0,0,0,0,0,174,201,2,302,59,1,11,93,16,352
329,24,41,40,54,63,62,45,0,0,0,0,0,0,0,161,168,2,265,53,1,8,80,16,294
301,21,37,39,39,50,59,56,0,0,0,0,0,0,0,150,151,1,240,54,1,5,57,13,268
281,23,51,29,43,41,46,48,0,0,0,0,0,0,0,136,145,0,218,52,3,8,50,11,247
246,17,32,41,35,39,39,43,0,0,0,0,0,0,0,131,115,0,196,42,1,7,49,10,220
940,0,0,0,0,0,0,0,0,0,0,160,200,219,361,344,596,8,826,80,15,11,209,30,714
648,0,0,0,0,0,0,0,0,0,0,82,160,173,233,224,424,7,568,55,9,9,168,32,479
383,0,0,0,0,0,0,0,0,0,0,73,71,134,105,113,270,5,336,28,9,5,132,16,306
396,0,0,0,0,0,0,0,0,0,0,121,93,75,107,126,270,7,333,39,9,8,115,20,321
428,0,0,0,0,0,0,0,0,0,0,185,104,83,56,144,284,6,359,44,11,8,123,29,341
518,0,0,0,0,0,0,0,0,0,0,181,167,94,76,206,312,11,384,115,4,4,91,20,438
596,0,0,0,0,0,0,0,0,0,0,170,175,150,101,229,367,15,424,144,7,6,102,16,502
650,0,0,0,0,0,0,0,0,0,0,155,170,174,151,251,399,16,459,156,11,8,135,21,517
658,0,0,0,0,0,0,0,0,0,0,155,161,161,181,246,412,19,437,175,14,13,153,21,536
594,0,0,0,0,0,0,0,0,0,0,134,144,156,160,235,359,21,379,168,11,15,137,25,507
242,0,0,0,0,0,0,0,0,0,0,52,66,71,53,142,100,2,197,39,2,2,55,3,171
226,0,0,0,0,0,0,0,0,0,0,50,59,52,65,132,94,1,186,34,3,2,53,4,145
197,0,0,0,0,0,0,0,0,0,0,61,46,45,45,109,88,0,161,30,5,1,49,6,132
203,0,0,0,0,0,0,0,0,0,0,75,45,35,48,115,88,0,163,36,2,2,57,7,135
168,0,0,0,0,0,0,0,0,0,0,39,67,28,34,95,73,1,133,31,1,2,54,10,143
149,14,23,23,24,24,24,17,0,0,0,0,0,0,0,82,67,0,121,25,1,2,26,6,121
149,15,26,22,18,21,25,22,0,0,0,0,0,0,0,75,74,0,115,32,0,2,22,4,127
167,19,23,31,26,22,23,23,0,0,0,0,0,0,0,82,85,0,118,48,0,1,27,6,149
317,34,48,38,60,43,56,38,0,0,0,0,0,0,0,162,155,2,204,104,1,6,52,11,279
303,37,49,53,43,48,33,40,0,0,0,0,0,0,0,155,148,5,185,100,1,12,45,12,256
222,18,52,35,42,24,32,19,0,0,0,0,0,0,0,114,108,1,188,26,2,5,32,0,163
233,36,41,45,28,39,22,22,0,0,0,0,0,0,0,131,102,0,198,21,3,11,32,0,170
222,34,48,34,34,24,32,16,0,0,0,0,0,0,0,120,102,0,182,20,2,18,33,0,142
244,36,58,46,29,26,22,27,0,0,0,0,0,0,0,142,102,1,182,28,5,28,39,0,165
266,35,62,51,42,26,29,21,0,0,0,0,0,0,0,152,114,4,188,37,8,29,33,3,183
140,0,0,0,0,0,0,0,0,0,0,45,44,32,19,67,73,0,112,27,0,1,27,3,121
209,0,0,0,0,0,0,0,0,0,0,49,48,63,49,104,105,1,174,34,0,0,58,10,159
262,0,0,0,0,0,0,0,0,0,0,77,82,62,41,131,131,0,226,34,1,1,83,7,209
265,0,0,0,0,0,0,0,0,0,0,21,33,106,105,121,144,2,226,33,3,1,93,5,203
274,0,0,0,0,0,0,0,0,0,0,52,58,88,76,115,159,4,209,48,6,7,92,7,244
165,0,0,0,0,0,0,0,84,81,0,0,0,0,0,78,87,1,136,25,1,2,42,4,138
208,0,0,0,0,0,0,0,49,79,80,0,0,0,0,94,114,1,166,37,1,3,59,6,172
173,0,0,0,0,0,0,0,53,46,74,0,0,0,0,75,98,1,132,36,1,3,50,12,146
136,0,0,0,0,0,0,0,32,56,48,0,0,0,0,62,74,1,102,24,2,7,47,15,121
159,0,0,0,0,0,0,0,65,33,61,0,0,0,0,70,89,3,116,35,1,4,50,14,138
148,0,0,0,0,0,0,0,0,0,0,53,38,32,25,65,83,5,105,32,2,4,42,16,112
152,0,0,0,0,0,0,0,0,0,0,53,41,26,32,63,89,10,109,30,0,3,46,17,107
126,0,0,0,0,0,0,0,0,0,0,32,34,34,26,53,73,7,95,20,2,2,38,12,98
112,0,0,0,0,0,0,0,0,0,0,31,18,38,25,45,67,7,83,15,2,5,28,9,82
135,0,0,0,0,0,0,0,0,0,0,35,39,25,36,55,80,8,95,25,2,5,41,16,132
479,0,0,0,0,0,0,0,164,157,158,0,0,0,0,240,239,18,403,48,6,4,70,31,436
478,0,0,0,0,0,0,0,173,160,145,0,0,0,0,216,262,16,392,55,4,11,80,27,418
475,0,0,0,0,0,0,0,145,172,158,0,0,0,0,235,240,15,383,61,5,11,92,35,417
495,0,0,0,0,0,0,0,167,158,170,0,0,0,0,239,256,22,385,69,6,13,87,54,451
493,0,0,0,0,0,0,0,169,166,158,0,0,0,0,252,241,19,385,66,11,12,82,50,438
714,0,105,115,136,118,104,136,0,0,0,0,0,0,0,360,354,4,533,156,9,12,141,120,559
