Total.Enrollment,Grade.PK,Grade.K,Grade.1,Grade.2,Grade.3,Grade.4,Grade.5,Grade.6,Grade.7,Grade.8,Grade.9,Grade.10,Grade.11,Grade.12,Female,Male,Asian,Black,Hispanic,Others,White,Disabled.Students,English.Learners,Poverty
844,0,0,0,0,0,0,0,0,0,0,248,200,203,193,455,389,36,686,93,18,11,125,8,573
451,0,0,0,0,0,0,0,0,0,0,124,124,4,199,106,345,32,292,96,14,17,87,14,331
458,0,0,0,0,0,0,0,0,0,0,133,102,108,115,119,339,32,305,91,14,16,94,11,337
451,0,0,0,0,0,0,0,0,0,0,117,154,72,108,105,346,28,324,79,4,16,85,8,342
449,0,0,0,0,0,0,0,0,0,0,128,119,95,107,94,355,28,320,78,10,13,83,7,340
439,0,0,0,0,0,0,0,0,0,0,135,113,76,115,84,355,30,308,80,8,13,88,5,338
257,0,0,0,0,0,0,0,78,88,91,0,0,0,0,116,141,6,185,60,1,5,56,13,215
243,0,0,0,0,0,0,0,86,76,81,0,0,0,0,108,135,6,171,59,3,4,51,14,202
241,0,0,0,0,0,0,0,80,82,79,0,0,0,0,102,139,6,156,67,3,9,60,17,177
218,0,0,0,0,0,0,0,59,77,82,0,0,0,0,97,121,6,133,67,4,8,56,18,180
201,0,0,0,0,0,0,0,66,60,75,0,0,0,0,89,112,11,125,58,3,4,66,15,182
249,18,37,45,41,40,42,26,0,0,0,0,0,0,0,128,121,1,75,166,2,5,62,18,207
238,12,37,36,41,30,41,41,0,0,0,0,0,0,0,135,103,0,61,171,2,4,65,25,194
242,12,51,29,38,46,34,32,0,0,0,0,0,0,0,128,114,2,66,162,7,5,66,21,203
232,10,42,46,28,32,54,20,0,0,0,0,0,0,0,122,110,1,65,161,2,3,74,17,193
223,12,35,43,37,21,37,38,0,0,0,0,0,0,0,123,100,0,76,141,3,3,67,11,203
334,28,41,43,65,39,59,59,0,0,0,0,0,0,0,168,166,7,16,275,2,34,109,43,218
311,33,32,47,45,58,42,54,0,0,0,0,0,0,0,165,146,6,17,259,3,26,91,45,213
292,25,33,39,49,41,57,48,0,0,0,0,0,0,0,156,136,5,20,233,3,31,98,37,176
295,25,42,38,46,45,43,56,0,0,0,0,0,0,0,153,142,4,12,243,4,32,93,51,178
275,22,45,32,40,43,48,45,0,0,0,0,0,0,0,136,139,4,12,223,5,31,93,57,188
197,17,32,27,35,30,27,29,0,0,0,0,0,0,0,93,104,1,27,165,3,1,32,40,185
192,17,28,32,29,32,27,27,0,0,0,0,0,0,0,90,102,1,27,163,0,1,47,41,174
192,22,28,29,30,27,33,23,0,0,0,0,0,0,0,83,109,4,31,154,1,2,51,35,177
177,16,23,27,28,27,27,29,0,0,0,0,0,0,0,76,101,1,31,143,0,2,65,26,171
178,18,38,28,25,24,22,23,0,0,0,0,0,0,0,80,98,2,36,127,1,12,55,32,156
276,34,40,38,45,35,50,34,0,0,0,0,0,0,0,132,144,1,145,124,0,6,59,25,240
297,32,42,48,40,50,34,51,0,0,0,0,0,0,0,134,163,2,159,129,1,6,85,31,252
293,35,40,50,42,43,53,30,0,0,0,0,0,0,0,130,163,4,142,136,3,8,92,35,246
321,36,49,45,51,41,45,54,0,0,0,0,0,0,0,147,174,2,164,143,2,10,102,34,262
286,27,47,44,47,45,37,39,0,0,0,0,0,0,0,136,150,2,145,130,5,4,86,22,257
596,72,89,85,97,85,103,65,0,0,0,0,0,0,0,307,289,58,28,277,7,226,87,35,427
623,87,103,88,79,89,83,94,0,0,0,0,0,0,0,312,311,57,30,285,8,243,94,41,451
611,91,108,97,84,72,85,74,0,0,0,0,0,0,0,297,314,51,30,265,6,259,88,41,442
593,69,104,100,92,76,65,87,0,0,0,0,0,0,0,288,305,50,29,250,5,259,90,48,407
592,84,94,96,102,82,71,63,0,0,0,0,0,0,0,278,314,55,27,247,9,254,82,42,426
552,34,87,103,84,79,83,82,0,0,0,0,0,0,0,271,281,20,20,98,2,412,69,73,153
512,18,85,75,105,73,81,75,0,0,0,0,0,0,0,242,270,20,21,93,2,376,69,77,132
481,18,75,78,75,92,68,75,0,0,0,0,0,0,0,233,248,17,19,91,3,351,56,64,111
489,36,74,73,75,71,92,68,0,0,0,0,0,0,0,238,251,12,18,88,5,366,59,75,86
482,35,73,68,73,78,68,87,0,0,0,0,0,0,0,229,253,12,22,80,6,362,62,73,138
306,0,0,0,0,0,0,0,85,91,130,0,0,0,0,120,186,1,42,258,0,5,81,83,288
229,0,0,0,0,0,0,0,59,77,93,0,0,0,0,90,139,2,30,192,0,5,70,64,183
198,0,0,0,0,0,0,0,53,59,86,0,0,0,0,87,111,1,28,163,1,5,72,42,167
268,0,0,0,0,0,0,0,105,77,86,0,0,0,0,119,149,1,69,192,1,5,99,54,237
289,0,0,0,0,0,0,0,101,109,79,0,0,0,0,119,170,1,61,217,2,8,102,51,257
374,36,45,71,43,59,65,55,0,0,0,0,0,0,0,198,176,1,183,182,4,4,80,38,315
325,37,52,49,49,40,44,54,0,0,0,0,0,0,0,176,149,0,153,162,3,7,66,37,274
318,34,39,56,48,52,47,42,0,0,0,0,0,0,0,157,161,2,144,159,7,6,76,43,263
318,23,41,48,47,53,57,49,0,0,0,0,0,0,0,158,160,2,158,148,6,4,79,40,263
312,29,40,52,47,44,49,51,0,0,0,0,0,0,0,149,163,4,159,139,6,4,77,29,293
778,0,0,0,0,0,0,0,104,116,135,102,106,94,121,356,422,3,123,616,6,30,249,192,604
692,0,0,0,0,0,0,0,86,92,116,96,100,100,102,318,374,6,107,551,4,24,227,157,539
622,0,0,0,0,0,0,0,65,80,90,125,102,81,79,287,335,5,96,485,6,30,209,138,466
596,0,0,0,0,0,0,0,65,71,86,107,112,74,81,277,319,6,98,455,4,33,186,149,442
534,0,0,0,0,0,0,0,65,66,84,88,100,72,59,249,285,4,95,404,3,28,175,144,465
616,72,163,115,85,69,52,60,0,0,0,0,0,0,0,304,312,23,17,379,23,174,91,102,281
685,72,106,142,108,75,62,47,73,0,0,0,0,0,0,336,349,19,20,431,25,190,114,122,299
749,71,88,96,131,102,66,62,69,64,0,0,0,0,0,376,373,22,24,464,36,203,135,124,298
699,18,116,110,114,107,118,116,0,0,0,0,0,0,0,345,354,24,4,636,4,31,111,315,671
799,63,69,82,94,115,96,62,71,78,69,0,0,0,0,393,406,26,36,504,31,202,141,129,338
793,69,78,67,88,82,107,91,74,68,69,0,0,0,0,384,409,29,30,492,40,202,132,126,373
375,54,71,63,61,37,40,49,0,0,0,0,0,0,0,181,194,12,25,104,12,222,54,46,198
399,85,74,60,52,55,33,40,0,0,0,0,0,0,0,193,206,17,22,107,13,240,50,64,162
447,89,93,72,61,44,58,30,0,0,0,0,0,0,0,220,227,22,25,101,13,286,56,46,155
505,89,94,90,75,57,44,56,0,0,0,0,0,0,0,248,257,26,16,100,10,353,51,47,127
523,86,96,86,87,75,48,45,0,0,0,0,0,0,0,250,273,31,18,100,7,367,44,47,136
467,68,63,69,69,60,71,67,0,0,0,0,0,0,0,250,217,10,47,400,4,6,97,82,379
470,73,73,65,66,67,56,70,0,0,0,0,0,0,0,247,223,13,56,393,4,4,98,87,370
429,52,76,62,55,59,69,56,0,0,0,0,0,0,0,221,208,9,71,342,3,4,101,65,334
450,50,67,78,64,56,66,69,0,0,0,0,0,0,0,231,219,10,90,340,3,7,103,61,361
415,46,60,59,68,62,58,62,0,0,0,0,0,0,0,203,212,8,79,311,5,12,90,63,361
265,0,0,0,0,0,0,0,88,72,105,0,0,0,0,113,152,7,58,182,1,17,95,41,243
318,0,0,0,0,0,0,0,139,96,83,0,0,0,0,124,194,6,68,203,3,38,91,35,252
372,0,0,0,0,0,0,0,129,143,100,0,0,0,0,141,231,7,80,234,5,46,106,43,310
393,0,0,0,0,0,0,0,109,141,143,0,0,0,0,144,249,6,77,246,6,58,110,45,312
378,0,0,0,0,0,0,0,134,107,137,0,0,0,0,151,227,4,74,260,2,38,98,34,318
775,71,119,121,106,118,113,127,0,0,0,0,0,0,0,376,399,52,113,348,6,256,66,57,310
708,72,99,122,104,99,107,105,0,0,0,0,0,0,0,339,369,48,112,291,6,251,68,50,261
689,71,118,95,113,100,91,101,0,0,0,0,0,0,0,337,352,49,112,291,7,230,73,71,262
698,72,123,108,96,108,99,92,0,0,0,0,0,0,0,355,343,51,110,251,17,269,80,48,241
723,72,123,117,108,93,112,98,0,0,0,0,0,0,0,366,357,48,102,252,16,305,78,52,297
313,45,50,47,44,33,56,38,0,0,0,0,0,0,0,164,149,0,106,198,0,9,58,22,295
287,43,45,54,43,30,30,42,0,0,0,0,0,0,0,149,138,6,75,189,2,15,59,29,257
297,47,46,47,53,42,30,32,0,0,0,0,0,0,0,170,127,9,68,192,9,19,59,25,245
318,56,53,44,45,47,43,30,0,0,0,0,0,0,0,172,146,11,66,204,13,24,63,38,254
712,18,118,116,112,119,111,118,0,0,0,0,0,0,0,351,361,31,4,646,2,29,120,326,665
360,57,63,56,47,50,47,40,0,0,0,0,0,0,0,183,177,13,69,219,19,40,57,39,255
558,35,49,60,71,44,58,63,59,67,52,0,0,0,0,264,294,3,102,443,1,9,144,119,447
542,36,56,47,62,62,41,55,67,53,63,0,0,0,0,252,290,3,91,439,1,8,156,100,425
495,28,46,51,41,57,62,38,55,64,53,0,0,0,0,241,254,2,82,401,2,8,142,95,364
508,21,38,48,49,41,58,66,51,66,70,0,0,0,0,246,262,2,101,395,4,6,145,84,402
479,31,29,37,44,50,45,55,70,54,64,0,0,0,0,223,256,2,87,377,4,9,131,82,415
358,40,49,54,45,44,59,67,0,0,0,0,0,0,0,166,192,0,66,284,5,3,107,32,334
333,32,55,51,57,41,43,54,0,0,0,0,0,0,0,149,184,1,66,258,5,3,102,34,296
347,37,42,57,61,61,42,47,0,0,0,0,0,0,0,149,198,3,64,269,5,6,103,34,312
357,25,53,47,58,62,61,51,0,0,0,0,0,0,0,169,188,3,62,279,6,7,98,43,318
317,22,38,43,41,56,59,58,0,0,0,0,0,0,0,161,156,3,64,238,4,8,87,30,278
769,36,104,135,122,133,117,122,0,0,0,0,0,0,0,378,391,97,85,569,3,15,105,93,529
714,36,93,114,109,117,134,111,0,0,0,0,0,0,0,350,364,87,78,531,2,16,96,104,482
633,36,73,87,104,104,114,115,0,0,0,0,0,0,0,312,321,88,73,461,1,10,82,83,417
558,35,60,69,85,102,100,107,0,0,0,0,0,0,0,270,288,85,57,407,1,8,81,69,370
488,35,55,57,67,81,100,93,0,0,0,0,0,0,0,237,251,80,54,349,2,3,67,51,383
660,53,114,100,127,80,83,103,0,0,0,0,0,0,0,326,334,12,138,502,0,8,201,99,507
679,65,100,112,108,121,83,90,0,0,0,0,0,0,0,350,329,11,144,511,1,12,200,113,510
666,62,90,99,115,96,120,84,0,0,0,0,0,0,0,351,315,8,138,505,0,15,188,81,484
658,57,87,90,98,118,93,115,0,0,0,0,0,0,0,353,305,7,136,503,0,12,180,104,468
630,54,89,96,89,94,115,93,0,0,0,0,0,0,0,324,306,9,144,466,0,11,162,92,523
271,18,34,45,41,37,53,43,0,0,0,0,0,0,0,127,144,3,124,137,2,5,59,26,214
237,19,29,29,41,35,36,48,0,0,0,0,0,0,0,108,129,3,104,118,6,6,57,24,199
256,18,29,41,42,42,41,43,0,0,0,0,0,0,0,108,148,3,112,131,7,3,63,21,220
246,18,42,26,40,33,47,40,0,0,0,0,0,0,0,112,134,5,96,137,5,3,66,26,207
223,18,33,34,23,35,29,51,0,0,0,0,0,0,0,112,111,2,85,130,5,1,46,23,206
1632,0,0,0,0,0,0,0,537,566,529,0,0,0,0,833,799,110,283,1009,5,225,256,84,1017
1607,0,0,0,0,0,0,0,531,522,554,0,0,0,0,788,819,110,293,975,6,223,265,85,946
1491,0,0,0,0,0,0,0,479,509,503,0,0,0,0,740,751,102,268,918,10,193,260,78,833
1358,0,0,0,0,0,0,0,384,475,499,0,0,0,0,664,694,98,240,832,11,177,244,86,745
1249,0,0,0,0,0,0,0,412,371,466,0,0,0,0,632,617,102,210,763,12,162,228,95,817
152,36,61,55,0,0,0,0,0,0,0,0,0,0,0,85,67,4,3,140,0,5,25,24,116
142,36,53,53,0,0,0,0,0,0,0,0,0,0,0,74,68,4,3,133,0,2,18,29,104
140,50,49,41,0,0,0,0,0,0,0,0,0,0,0,73,67,3,4,131,0,2,20,34,98
130,38,52,40,0,0,0,0,0,0,0,0,0,0,0,62,68,2,6,118,0,4,17,23,82
129,43,45,41,0,0,0,0,0,0,0,0,0,0,0,63,66,2,8,109,0,10,14,28,93
664,70,111,118,76,109,92,88,0,0,0,0,0,0,0,360,304,9,113,498,1,43,155,136,491
658,67,92,109,113,76,113,88,0,0,0,0,0,0,0,358,300,7,100,506,2,43,151,157,472
633,63,85,95,109,111,71,99,0,0,0,0,0,0,0,336,297,4,118,466,2,43,156,142,444
584,53,78,85,99,99,104,66,0,0,0,0,0,0,0,298,286,8,108,423,2,43,149,131,419
584,47,78,85,84,93,97,100,0,0,0,0,0,0,0,288,296,7,112,416,1,48,152,119,462
334,18,54,65,109,88,0,0,0,0,0,0,0,0,0,163,171,13,14,215,3,89,69,37,239
436,18,63,60,108,107,80,0,0,0,0,0,0,0,0,215,221,10,15,291,7,113,91,37,305
583,36,66,82,109,108,106,76,0,0,0,0,0,0,0,275,308,13,20,389,11,150,123,47,398
606,36,67,76,113,107,109,98,0,0,0,0,0,0,0,296,310,15,17,385,23,166,134,54,366
597,36,68,70,112,105,103,103,0,0,0,0,0,0,0,293,304,14,16,363,26,178,120,47,372
592,0,0,0,0,0,0,0,0,0,0,185,135,162,110,269,323,264,145,91,19,73,12,3,404
676,0,0,0,0,0,0,0,0,0,0,195,196,128,157,306,370,243,131,98,112,92,15,1,467
664,0,0,0,0,0,0,0,0,0,0,154,213,182,115,302,362,267,114,92,101,90,17,0,403
724,0,0,0,0,0,0,0,0,0,0,182,167,203,172,321,403,331,106,96,93,98,22,0,418
678,0,0,0,0,0,0,0,0,0,0,161,165,157,195,306,372,349,87,75,73,94,16,0,418
328,0,0,0,0,0,0,0,0,0,0,55,94,92,87,173,155,4,136,182,2,4,75,60,281
276,0,0,0,0,0,0,0,0,0,0,58,73,75,70,142,134,3,103,164,3,3,61,70,229
261,0,0,0,0,0,0,0,0,0,0,82,65,65,49,123,138,0,78,177,2,4,59,84,214
244,0,0,0,0,0,0,0,0,0,0,53,93,45,53,107,137,2,73,162,3,4,56,82,198
269,0,0,0,0,0,0,0,0,0,0,80,74,72,43,125,144,6,73,178,4,8,55,78,211
1083,0,0,0,0,0,0,0,0,0,0,311,415,227,130,506,577,11,343,719,2,8,186,164,959
1098,0,0,0,0,0,0,0,0,0,0,354,316,264,164,512,586,11,385,692,3,7,201,157,895
949,0,0,0,0,0,0,0,0,0,0,291,291,206,161,436,513,10,342,583,7,7,174,128,814
886,0,0,0,0,0,0,0,0,0,0,212,308,225,141,403,483,3,327,531,14,11,183,129,730
766,0,0,0,0,0,0,0,0,0,0,163,205,234,164,352,414,3,249,486,16,12,154,127,678
641,0,0,0,0,0,0,0,0,0,0,223,169,167,82,320,321,5,312,304,10,10,104,87,568
598,0,0,0,0,0,0,0,0,0,0,215,161,116,106,290,308,6,274,301,9,8,113,99,525
509,0,0,0,0,0,0,0,0,0,0,145,113,126,125,235,274,4,212,274,11,8,103,96,398
432,0,0,0,0,0,0,0,0,0,0,109,98,99,126,198,234,3,185,232,7,5,83,105,382
335,0,0,0,0,0,0,0,0,0,0,66,81,89,99,162,173,2,134,186,7,6,67,105,310
1016,0,0,0,0,0,0,0,0,0,0,290,303,189,234,357,659,36,378,574,8,20,151,86,837
1001,0,0,0,0,0,0,0,0,0,0,272,295,213,221,328,673,40,358,572,5,26,161,75,833
913,0,0,0,0,0,0,0,0,0,0,263,267,181,202,285,628,32,322,532,11,16,181,73,687
934,0,0,0,0,0,0,0,0,0,0,257,268,250,159,302,632,31,323,543,16,21,189,89,686
872,0,0,0,0,0,0,0,0,0,0,237,277,164,194,296,576,39,277,523,17,16,160,86,700
489,0,0,0,0,0,0,0,0,0,0,136,135,111,107,259,230,11,271,196,3,8,97,20,406
494,0,0,0,0,0,0,0,0,0,0,138,132,119,105,258,236,12,269,197,5,11,87,18,393
513,0,0,0,0,0,0,0,0,0,0,154,125,119,115,269,244,11,268,220,8,6,83,11,411
526,0,0,0,0,0,0,0,0,0,0,147,144,120,115,280,246,11,264,235,9,7,87,11,439
512,0,0,0,0,0,0,0,0,0,0,134,132,132,114,276,236,9,228,254,10,11,88,14,446
579,0,0,0,0,0,0,0,0,0,0,157,150,154,118,145,434,11,203,343,7,15,154,38,478
595,0,0,0,0,0,0,0,0,0,0,158,146,142,149,137,458,14,189,356,11,25,158,25,467
573,0,0,0,0,0,0,0,0,0,0,146,147,143,137,142,431,19,174,347,8,25,149,21,473
565,0,0,0,0,0,0,0,0,0,0,158,135,142,130,128,437,14,177,337,9,28,143,14,473
566,0,0,0,0,0,0,0,0,0,0,162,145,130,129,127,438,17,161,345,8,35,137,20,475
671,0,0,0,0,0,0,0,0,0,0,162,173,170,166,346,325,13,136,443,15,64,100,16,548
682,0,0,0,0,0,0,0,0,0,0,156,173,179,174,351,331,18,111,470,16,67,102,22,553
680,0,0,0,0,0,0,0,0,0,0,158,165,179,178,329,351,23,102,483,6,66,114,22,564
686,0,0,0,0,0,0,0,0,0,0,169,172,171,174,327,359,17,116,483,5,65,123,23,572
676,0,0,0,0,0,0,0,0,0,0,169,184,161,162,326,350,20,116,465,5,70,126,32,574
498,0,0,0,0,0,0,0,174,168,156,0,0,0,0,257,241,6,18,313,4,157,82,24,258
498,0,0,0,0,0,0,0,160,173,165,0,0,0,0,273,225,12,20,301,2,163,85,15,237
506,0,0,0,0,0,0,0,180,156,170,0,0,0,0,292,214,14,14,298,2,178,97,15,226
506,0,0,0,0,0,0,0,181,173,152,0,0,0,0,290,216,14,22,284,3,183,102,21,227
502,0,0,0,0,0,0,0,158,175,169,0,0,0,0,283,219,9,23,283,1,186,96,15,265
272,0,0,0,0,0,0,0,81,89,102,0,0,0,0,117,155,0,73,191,4,4,103,25,212
243,0,0,0,0,0,0,0,80,77,86,0,0,0,0,110,133,0,58,176,5,4,85,19,185
246,0,0,0,0,0,0,0,86,85,75,0,0,0,0,128,118,0,56,177,5,8,90,28,184
261,0,0,0,0,0,0,0,80,96,85,0,0,0,0,128,133,1,61,185,4,10,90,32,203
265,0,0,0,0,0,0,0,85,80,100,0,0,0,0,130,135,5,63,184,4,9,89,35,218
546,0,0,0,0,0,0,0,64,79,81,97,85,72,68,242,304,5,225,301,4,11,129,67,474
520,0,0,0,0,0,0,0,36,73,74,114,85,63,75,231,289,6,201,301,2,10,122,65,457
535,0,0,0,0,0,0,0,64,45,73,95,99,80,79,250,285,7,216,302,2,8,128,58,463
516,0,0,0,0,0,0,0,54,65,50,90,94,91,72,240,276,7,190,306,0,13,131,61,460
496,0,0,0,0,0,0,0,36,57,72,86,85,75,85,227,269,5,184,294,0,13,123,67,443
420,0,0,0,0,0,0,0,0,0,0,73,146,190,11,14,406,7,255,144,3,11,135,32,336
383,0,0,0,0,0,0,0,0,0,0,185,112,58,28,15,368,6,221,142,4,10,112,27,284
372,0,0,0,0,0,0,0,0,0,0,208,90,49,25,21,351,10,195,152,6,9,116,30,293
337,0,0,0,0,0,0,0,0,0,0,106,79,95,57,17,320,12,165,143,7,10,107,35,289
399,0,0,0,0,0,0,0,0,0,0,104,97,89,109,39,360,12,212,154,10,11,131,39,318
351,0,0,0,0,0,0,0,54,52,54,66,76,49,0,351,0,7,223,111,8,2,55,7,288
380,0,0,0,0,0,0,0,41,50,49,66,59,70,45,380,0,11,235,123,9,2,66,10,301
375,0,0,0,0,0,0,0,51,41,46,49,69,54,65,374,1,16,218,122,13,6,61,14,282
394,0,0,0,0,0,0,0,63,50,43,70,45,68,55,394,0,12,212,139,12,19,64,21,306
406,0,0,0,0,0,0,0,59,54,50,84,58,36,65,406,0,14,197,162,12,21,74,32,313
225,0,0,0,0,0,0,0,0,0,0,60,80,45,40,117,108,1,30,190,1,3,49,36,192
245,0,0,0,0,0,0,0,0,0,0,65,66,64,50,135,110,0,29,209,4,3,60,38,203
246,0,0,0,0,0,0,0,0,0,0,61,67,55,63,135,111,1,23,211,8,3,60,30,186
242,0,0,0,0,0,0,0,0,0,0,61,60,64,57,130,112,1,24,206,8,3,61,38,182
236,0,0,0,0,0,0,0,0,0,0,62,51,58,65,124,112,1,17,210,6,2,53,45,203
1277,125,228,243,204,171,150,156,0,0,0,0,0,0,0,638,639,113,19,1111,5,29,245,507,1021
1277,125,203,210,233,188,173,145,0,0,0,0,0,0,0,645,632,98,12,1126,4,37,250,591,987
1280,120,216,206,205,185,185,163,0,0,0,0,0,0,0,654,626,83,10,1131,4,52,242,553,930
1334,127,211,222,208,193,193,180,0,0,0,0,0,0,0,684,650,121,10,1147,6,50,244,590,944
1294,129,200,198,193,196,189,189,0,0,0,0,0,0,0,650,644,113,10,1124,4,43,220,554,1083
921,0,169,146,157,163,159,127,0,0,0,0,0,0,0,448,473,62,92,297,40,430,220,37,235
1097,144,171,168,156,148,153,157,0,0,0,0,0,0,0,542,555,69,96,352,50,530,236,40,266
942,0,171,175,155,146,146,149,0,0,0,0,0,0,0,480,462,63,79,288,54,458,221,46,202
928,0,159,168,165,153,141,142,0,0,0,0,0,0,0,458,470,55,64,286,55,468,223,57,196
933,0,170,154,163,149,154,143,0,0,0,0,0,0,0,463,470,67,66,270,59,471,182,42,219
392,66,53,58,55,59,50,51,0,0,0,0,0,0,0,188,204,8,109,214,19,42,149,22,281
454,75,81,61,67,52,63,53,2,0,0,0,0,0,0,222,232,7,138,235,13,61,151,24,332
457,70,74,74,65,64,48,62,0,0,0,0,0,0,0,236,221,10,138,232,16,61,142,27,330
447,72,67,71,63,60,68,46,0,0,0,0,0,0,0,245,202,9,142,209,22,65,140,23,306
497,80,70,76,74,55,75,67,0,0,0,0,0,0,0,262,235,9,170,207,31,80,140,28,353
674,31,93,102,105,111,121,111,0,0,0,0,0,0,0,343,331,33,3,611,2,25,120,313,650
677,40,106,94,101,109,113,114,0,0,0,0,0,0,0,356,321,34,8,600,2,33,128,302,639
655,39,111,101,92,102,102,108,0,0,0,0,0,0,0,317,338,30,13,574,2,36,109,279,624
803,54,152,156,136,100,111,94,0,0,0,0,0,0,0,417,386,59,28,105,29,582,100,23,87
846,54,149,165,139,134,98,107,0,0,0,0,0,0,0,437,409,53,31,99,47,616,92,27,88
895,54,164,154,160,138,133,92,0,0,0,0,0,0,0,461,434,44,36,102,53,660,103,29,87
967,54,145,175,153,169,137,134,0,0,0,0,0,0,0,479,488,43,38,112,55,719,112,39,97
927,36,154,138,164,143,155,137,0,0,0,0,0,0,0,470,457,37,30,104,75,681,100,32,105
424,32,94,105,68,46,46,33,0,0,0,0,0,0,0,183,241,41,93,123,10,157,130,24,232
483,34,71,101,119,64,47,47,0,0,0,0,0,0,0,207,276,41,116,130,8,188,127,25,234
497,30,77,74,104,103,63,46,0,0,0,0,0,0,0,218,279,40,110,130,12,205,117,16,235
518,35,64,78,75,109,99,58,0,0,0,0,0,0,0,233,285,50,103,120,14,231,120,22,225
531,34,68,72,78,77,103,99,0,0,0,0,0,0,0,247,284,43,121,127,24,216,132,22,237
504,70,79,65,95,77,65,53,0,0,0,0,0,0,0,258,246,65,187,179,6,67,116,59,362
540,107,70,76,66,86,74,61,0,0,0,0,0,0,0,274,266,62,199,167,9,103,102,35,331
554,110,75,75,79,69,76,70,0,0,0,0,0,0,0,273,281,73,205,146,16,114,98,31,332
544,93,77,74,77,89,60,74,0,0,0,0,0,0,0,255,289,95,190,120,23,116,88,27,284
574,96,70,91,77,86,94,60,0,0,0,0,0,0,0,285,289,108,169,122,35,140,80,38,291
387,36,76,60,61,56,54,44,0,0,0,0,0,0,0,194,193,25,22,56,9,275,60,10,82
408,36,72,74,59,57,56,54,0,0,0,0,0,0,0,190,218,32,29,45,8,294,59,14,60
422,36,78,71,72,58,56,51,0,0,0,0,0,0,0,192,230,30,25,38,9,320,58,16,67
416,20,75,80,68,75,48,50,0,0,0,0,0,0,0,194,222,32,25,33,11,315,50,13,55
410,0,63,75,83,77,61,51,0,0,0,0,0,0,0,200,210,31,24,33,12,310,47,20,49
1116,0,0,0,0,0,0,0,379,368,369,0,0,0,0,653,463,145,155,214,9,593,163,19,312
1123,0,0,0,0,0,0,0,379,379,365,0,0,0,0,628,495,135,115,199,15,659,180,24,238
1128,0,0,0,0,0,0,0,377,375,376,0,0,0,0,628,500,139,113,209,26,641,192,22,273
1125,0,0,0,0,0,0,0,382,371,372,0,0,0,0,607,518,152,83,213,50,627,198,24,286
1136,0,0,0,0,0,0,0,388,379,369,0,0,0,0,636,499,186,86,232,53,579,201,25,326
508,0,0,0,0,0,0,0,175,166,167,0,0,0,0,244,264,103,3,377,0,25,110,87,479
944,54,160,153,152,154,141,130,0,0,0,0,0,0,0,460,484,46,29,116,81,672,149,61,128
974,54,152,168,154,150,155,141,0,0,0,0,0,0,0,469,505,54,34,115,85,686,141,52,113
994,54,161,156,168,150,154,151,0,0,0,0,0,0,0,477,517,40,34,116,91,713,144,53,106
995,54,166,164,154,167,142,148,0,0,0,0,0,0,0,498,497,34,30,115,92,724,134,60,92
993,54,164,165,155,154,164,137,0,0,0,0,0,0,0,477,516,33,29,108,94,729,129,58,105
1206,0,0,0,0,0,0,0,439,408,359,0,0,0,0,596,610,213,160,701,7,125,303,175,1057
1252,0,0,0,0,0,0,0,441,414,397,0,0,0,0,635,617,232,146,743,8,123,321,174,1029
1267,0,0,0,0,0,0,0,439,416,412,0,0,0,0,615,652,230,143,754,7,133,345,149,1005
1308,0,0,0,0,0,0,0,484,421,403,0,0,0,0,596,712,237,130,780,12,149,350,149,995
1350,0,0,0,0,0,0,0,474,466,410,0,0,0,0,603,747,265,149,763,12,161,332,172,1087
1519,0,271,276,264,267,254,187,0,0,0,0,0,0,0,787,732,857,8,616,2,36,134,909,1471
1508,0,254,255,266,262,244,227,0,0,0,0,0,0,0,790,718,881,8,593,2,24,131,931,1468
1512,0,248,266,250,268,251,229,0,0,0,0,0,0,0,769,743,929,10,553,2,18,138,827,1490
1437,0,222,247,258,224,247,239,0,0,0,0,0,0,0,722,715,931,9,475,1,21,122,855,1410
1380,0,218,219,237,247,218,241,0,0,0,0,0,0,0,683,697,932,7,417,1,23,106,710,1358
578,0,101,102,107,95,89,84,0,0,0,0,0,0,0,299,279,29,43,77,12,417,71,5,56
571,0,97,103,95,98,90,88,0,0,0,0,0,0,0,297,274,32,33,63,13,430,65,5,45
572,0,96,90,105,95,99,87,0,0,0,0,0,0,0,312,260,39,21,59,13,440,74,8,46
578,0,99,97,88,104,95,95,0,0,0,0,0,0,0,311,267,48,23,53,10,444,75,11,44
567,0,101,90,91,89,100,96,0,0,0,0,0,0,0,290,277,54,21,60,13,419,63,11,43
82,36,46,0,0,0,0,0,0,0,0,0,0,0,0,40,42,6,5,5,15,51,9,0,5
169,71,50,48,0,0,0,0,0,0,0,0,0,0,0,86,83,15,12,20,22,100,23,0,15
218,67,52,51,48,0,0,0,0,0,0,0,0,0,0,109,109,12,22,21,30,133,31,0,21
285,68,69,51,49,48,0,0,0,0,0,0,0,0,0,135,150,19,30,39,27,170,30,3,25
307,48,52,70,47,45,45,0,0,0,0,0,0,0,0,147,160,26,35,35,32,179,35,3,43
321,36,56,52,51,43,43,40,0,0,0,0,0,0,0,165,156,62,34,175,7,43,50,68,207
346,36,72,48,48,52,48,42,0,0,0,0,0,0,0,179,167,79,26,185,6,50,53,71,191
341,30,69,63,45,40,52,42,0,0,0,0,0,0,0,196,145,74,20,175,12,60,68,60,177
347,35,85,65,40,34,39,49,0,0,0,0,0,0,0,204,143,87,17,174,10,59,67,82,179
